25.721717482591952-25.729707652277575 no sign [0.00335212 0.00363598 0.00094675] with sign [0.75095678 0.21286367 1.84139285]
25.729707652277575-25.737644507239946 no sign [0.00329127 0.00357874 0.00095543] with sign [0.75760017 0.20564895 1.83949067]
25.737644507239946-25.74552852075236 no sign [0.00323421 0.00352207 0.00096434] with sign [0.76412566 0.19854814 1.8375709 ]
25.74552852075236-25.753360160848196 no sign [0.00318074 0.00346603 0.00097347] with sign [0.77054061 0.19156004 1.83563309]
25.753360160848196-25.76113989039039 no sign [0.00313068 0.0034107  0.00098282] with sign [0.77685203 0.18468331 1.8336768 ]
25.76113989039039-25.768868167139818 no sign [0.00308386 0.00335611 0.00099239] with sign [0.78306657 0.1779165  1.83170159]
25.768868167139818-25.776545443822645 no sign [0.00304012 0.0033023  0.00100218] with sign [0.78919055 0.1712581  1.82970702]
25.776545443822645-25.78417216819661 no sign [0.00299934 0.0032493  0.0010122 ] with sign [0.79523001 0.1647065  1.82769265]
25.78417216819661-25.791748783116333 no sign [0.00296139 0.00319713 0.00102246] with sign [0.80119074 0.15826007 1.82565799]
25.791748783116333-25.7992757265976 no sign [0.00292614 0.00314581 0.00103297] with sign [0.80707827 0.15191713 1.82360257]
25.7992757265976-25.806753431880654 no sign [0.0028935  0.00309535 0.00104374] with sign [0.8128979  0.14567597 1.82152586]
25.806753431880654-25.81418232749256 no sign [0.00286336 0.00304575 0.00105479] with sign [0.81865475 0.13953487 1.81942733]
25.81418232749256-25.821562837308587 no sign [0.00283564 0.00299701 0.00106614] with sign [0.82435375 0.13349212 1.81730641]
25.821562837308587-25.82889538061268 no sign [0.00281027 0.00294913 0.00107779] with sign [0.82999967 0.12754599 1.81516248]
25.82889538061268-25.836180372156996 no sign [0.00278717 0.0029021  0.00108979] with sign [0.8355971  0.12169476 1.8129949 ]
25.836180372156996-25.843418222220585 no sign [0.00276627 0.00285592 0.00110213] with sign [0.84115053 0.11593674 1.81080298]
25.843418222220585-25.850609336667112 no sign [0.00274752 0.00281057 0.00111485] with sign [0.84666433 0.11027025 1.80858599]
25.850609336667112-25.857754117001804 no sign [0.00273088 0.00276605 0.00112797] with sign [0.85214272 0.10469364 1.80634317]
25.857754117001804-25.864852960427452 no sign [0.00271628 0.00272233 0.00114152] with sign [0.85758988 0.09920526 1.80407367]
25.864852960427452-25.871906259899646 no sign [0.00270371 0.0026794  0.00115552] with sign [0.86300987 0.09380353 1.80177663]
25.871906259899646-25.878914404181145 no sign [0.00269312 0.00263724 0.00117   ] with sign [0.86840671 0.08848689 1.79945111]
25.878914404181145-25.885877777895445 no sign [0.00268449 0.00259584 0.001185  ] with sign [0.87378432 0.0832538  1.79709611]
25.885877777895445-25.89279676157956 no sign [0.0026778  0.00255518 0.00120053] with sign [0.87914661 0.07810278 1.79471058]
25.89279676157956-25.899671731736014 no sign [0.00267303 0.00251523 0.00121665] with sign [0.88449743 0.07303237 1.79229339]
25.899671731736014-25.906503060884038 no sign [0.00267017 0.00247597 0.00123338] with sign [0.88984063 0.06804118 1.78984337]
25.906503060884038-25.913291117610072 no sign [0.00266921 0.00243738 0.00125076] with sign [0.89518001 0.06312783 1.78735923]
25.913291117610072-25.920036266617455 no sign [0.00267016 0.00239944 0.00126883] with sign [0.90051938 0.05829102 1.78483963]
25.920036266617455-25.926738868775416 no sign [0.00267302 0.00236212 0.00128764] with sign [0.90586256 0.05352946 1.78228315]
25.926738868775416-25.933399281167357 no sign [0.0026778  0.00232541 0.00130723] with sign [0.91121337 0.04884193 1.77968828]
25.933399281167357-25.940017857138393 no sign [0.00268451 0.00228927 0.00132765] with sign [0.91657568 0.04422726 1.77705339]
25.940017857138393-25.946594946342238 no sign [0.00269318 0.00225368 0.00134895] with sign [0.92195336 0.03968431 1.77437679]
25.946594946342238-25.953130894787357 no sign [0.00270382 0.00221861 0.00137119] with sign [0.92735036 0.03521203 1.77165666]
25.953130894787357-25.95962604488251 no sign [0.00271649 0.00218405 0.00139442] with sign [0.93277067 0.03080937 1.76889105]
25.95962604488251-25.966080735481565 no sign [0.0027312  0.00214995 0.0014187 ] with sign [0.93821836 0.02647536 1.76607794]
25.966080735481565-25.972495301927722 no sign [0.002748   0.0021163  0.00144411] with sign [0.94369755 0.02220911 1.76321512]
25.972495301927722-25.97887007609705 no sign [0.00276695 0.00208307 0.00147072] with sign [0.9492125  0.01800973 1.76030029]
25.97887007609705-25.985205386441418 no sign [0.0027881  0.00205023 0.0014986 ] with sign [0.95476755 0.01387643 1.75733097]
25.985205386441418-25.991501558030812 no sign [0.0028115  0.00201774 0.00152783] with sign [0.96036715 0.00980847 1.75430454]
25.991501558030812-25.99775891259503 no sign [0.00283725 0.00198558 0.00155851] with sign [0.9660159  0.00580516 1.75121819]
25.99775891259503-26.00397776856478 no sign [0.0028654  0.00195371 0.00159074] with sign [0.97171854 0.00186587 1.74806894]
26.00397776856478-26.010158441112193 no sign [0.00289605 0.0019221  0.0016246 ] with sign [0.97747999 0.00200994 1.7448536 ]
26.010158441112193-26.016301242190757 no sign [0.0029293  0.00189073 0.00166023] with sign [0.98330534 0.00582277 1.74156877]
26.016301242190757-26.022406480574688 no sign [0.00296524 0.00185954 0.00169773] with sign [0.98919987 0.00957303 1.73821081]
26.022406480574688-26.02847446189772 no sign [0.00300399 0.00182851 0.00173724] with sign [0.9951691  0.01326108 1.73477584]
26.02847446189772-26.03450548869137 no sign [0.00304568 0.00179759 0.00177891] with sign [1.00121878 0.01688718 1.73125969]
26.03450548869137-26.040499860422628 no sign [0.00309045 0.00176675 0.00182288] with sign [1.00735491 0.02045153 1.7276579 ]
26.040499860422628-26.046457873531157 no sign [0.00313844 0.00173595 0.00186933] with sign [1.01358381 0.02395423 1.72396569]
26.046457873531157-26.052379821465923 no sign [0.00318983 0.00170512 0.00191844] with sign [1.01991208 0.0273953  1.72017792]
26.052379821465923-26.058265994721342 no sign [0.00324478 0.00167424 0.00197041] with sign [1.02634668 0.03077467 1.71628908]
26.058265994721342-26.06411668087289 no sign [0.00330349 0.00164324 0.00202546] with sign [1.03289494 0.03409215 1.71229321]
26.06411668087289-26.069932164612243 no sign [0.00336618 0.00161207 0.00208383] with sign [1.03956461 0.03734746 1.70818393]
26.069932164612243-26.07571272778191 no sign [0.00343307 0.00158068 0.00214579] with sign [1.04636385 0.04054021 1.70395431]
26.07571272778191-26.081458649409367 no sign [0.00350442 0.00154899 0.00221162] with sign [1.05330134 0.04366988 1.69959691]
26.081458649409367-26.087170205740748 no sign [0.00358051 0.00151694 0.00228164] with sign [1.06038628 0.04673582 1.69510365]
26.087170205740748-26.09284767027403 no sign [0.00366164 0.00148446 0.00235622] with sign [1.06762842 0.04973723 1.69046579]
26.09284767027403-26.09849131379179 no sign [0.00374813 0.00145147 0.00243572] with sign [1.07503819 0.05267316 1.68567385]
26.09849131379179-26.104101404393482 no sign [0.00384035 0.00141787 0.0025206 ] with sign [1.08262667 0.0555425  1.68071753]
26.104101404393482-26.109678207527292 no sign [0.00393869 0.00138358 0.00261132] with sign [1.09040571 0.05834395 1.67558561]
26.109678207527292-26.115221986021513 no sign [0.00404358 0.00134848 0.00270842] with sign [1.09838797 0.06107601 1.67026587]
26.115221986021513-26.120733000115543 no sign [0.00415549 0.00131247 0.00281248] with sign [1.10658705 0.06373695 1.66474497]
26.120733000115543-26.1262115074904 no sign [0.00427495 0.00127541 0.00292418] with sign [1.11501749 0.06632483 1.6590083 ]
26.1262115074904-26.13165776329886 no sign [0.00440252 0.00123716 0.00304424] with sign [1.12369497 0.06883739 1.65303988]
26.13165776329886-26.137072020195163 no sign [0.00453883 0.00119758 0.00317351] with sign [1.13263633 0.07127213 1.64682213]
26.137072020195163-26.142454528364308 no sign [0.00468457 0.00115647 0.0033129 ] with sign [1.14185972 0.07362618 1.64033573]
26.142454528364308-26.14780553555097 no sign [0.00484048 0.00111366 0.00346347] with sign [1.15138477 0.07589632 1.63355936]
26.14780553555097-26.153125287087985 no sign [0.00500742 0.00106893 0.00362641] with sign [1.16123268 0.07807891 1.62646948]
26.153125287087985-26.158414025924497 no sign [0.00518629 0.00102202 0.00380305] with sign [1.17142639 0.08016986 1.61904002]
26.158414025924497-26.16367199265368 no sign [0.00537813 0.00097267 0.00399494] with sign [1.18199081 0.08216455 1.61124203]
26.16367199265368-26.168899425540104 no sign [0.00558403 0.00092056 0.0042038 ] with sign [1.19295297 0.08405777 1.60304329]
26.168899425540104-26.174096560546733 no sign [0.00580526 0.00086534 0.00443162] with sign [1.20434227 0.08584368 1.59440787]
26.174096560546733-26.179263631361543 no sign [0.00604319 0.00080662 0.00468068] with sign [1.21619072 0.08751564 1.58529558]
26.179263631361543-26.184400869423804 no sign [0.00629932 0.00074392 0.00495359] with sign [1.22853323 0.08906617 1.57566131]
26.184400869423804-26.189508503949988 no sign [1.24140789 0.09048682 1.56545434] with sign [0.00657534 0.00067673 0.00525337]
*
26.189508503949988-26.194586761959343 no sign [0.00687312 0.00060444 0.00558352] with sign [1.25485635 0.091768   1.55461744]
26.194586761959343-26.19963586829912 no sign [0.00719469 0.00052636 0.00594809] with sign [1.26892415 0.0928988  1.54308583]
